MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MiscVal_log,PoolArea_log,LotArea_log,3SsnPorch_log,LowQualFinSF_log,BsmtFinSF2_log,ScreenPorch_log,BsmtHalfBath_log,EnclosedPorch_log,MasVnrArea_log,OpenPorchSF_log,LotFrontage_log,BsmtFinSF1_log,WoodDeckSF_log,TotalBsmtSF_log,1stFlrSF_log,GrLivArea_log,WoodDeckSF_add_OpenPorchSF,1stFlrSF_add_2ndFlrSF,GarageArea_add_TotalBsmtSF,GrLivArea_add_TotalBsmtSF,GrLivArea_add_GarageArea,MasVnrArea_add_TotalBsmtSF,TotalBsmtSF_add_1stFlrSF,KitchenQual_add_BsmtQual,ExterQual_add_KitchenQual,ExterQual_add_BsmtQual,OverallQual_add_KitchenQual,OverallQual_add_ExterQual,BsmtQual_multiply_TotalBsmtSF,ExterQual_multiply_GrLivArea,KitchenQual_multiply_GrLivArea,KitchenQual_multiply_TotalBsmtSF,KitchenQual_multiply_BsmtQual,ExterQual_multiply_TotalBsmtSF,ExterQual_multiply_BsmtQual,ExterQual_multiply_KitchenQual,OverallQual_multiply_GrLivArea,TotalBaths_All,TotalRooms_All,PropertyAge,GarageAge,RemodAge,YearsSinceRemod,ImprovementGap,LifecycleRatio,EffectiveAge,WoodDeckSF_add_OpenPorchSF_log,1stFlrSF_add_2ndFlrSF_log,GrLivArea_add_TotalBsmtSF_log,MasVnrArea_add_TotalBsmtSF_log,TotalBsmtSF_add_1stFlrSF_log,BsmtQual_multiply_TotalBsmtSF_log,ExterQual_multiply_GrLivArea_log,KitchenQual_multiply_GrLivArea_log,KitchenQual_multiply_TotalBsmtSF_log,ExterQual_multiply_TotalBsmtSF_log,ExterQual_multiply_KitchenQual_log,OverallQual_multiply_GrLivArea_log,ImprovementGap_log,LifecycleRatio_log,GrLivArea_per_BedroomAbvGr_log,TotalBsmtSF_per_BedroomAbvGr_log,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,PavedDrive_P,PavedDrive_Y,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,KitchenAbvGr_log,IsRemodeled,RecentRemod,VeryRecentRemod,TotalBsmtSF_per_LotArea,GrLivArea_per_LotArea_log,1stFlrSF_per_LotArea_log,TotalBsmtSF_per_LotArea_log,SalePrice,SalePrice_log,Id
20,60.0,9600,4,7,0.0,3,3,4,3,1,4,442.0,1,0.0,625.0,1067.0,3,1067,0,0,1067,2,1,4,4,0,0,1,2.0,436.0,3,3,290,0,0,0,0,0,0,0,0,2,2010,0.0,0.0,9.169622538697624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.110873864173311,6.093569770045136,5.673323267171493,6.97354301952014,6.97354301952014,6.97354301952014,290,1067,1503.0,2134.0,1503.0,1067.0,2134.0,8,7,7,8,7,4268.0,3201,4268,4268.0,16,3201.0,12,12,4268,2.0,6,60,14.0,15,15,45,1.3333333333333333,60.0,5.673323267171493,6.97354301952014,7.666221925662725,6.97354301952014,7.666221925662725,8.359134886757962,8.07153089355666,8.359134886757962,8.359134886757962,8.07153089355666,2.5649493574615367,8.359134886757962,3.828641396489095,0.8472978603872036,6.2813317304651,6.2813317304651,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,0,0,0.11114583333333333,0.10539176516955523,0.10539176516955523,0.10539176516955523,128000,11.759793355371237,836
30,90.0,8100,5,6,0.0,3,3,3,3,1,3,338.0,1,0.0,1221.0,1559.0,4,1559,0,0,1559,2,1,3,5,0,0,1,2.0,812.0,3,3,0,116,230,0,0,0,0,2,0,6,2007,0.0,0.0,8.999742789830492,0.0,0.0,0.0,0.0,0.0,5.442417710521793,0.0,4.762173934797756,4.51085950651685,5.82600010738045,0.0,7.352441100243583,7.352441100243583,7.352441100243583,116,1559,2371.0,3118.0,2371.0,1559.0,3118.0,6,6,6,8,8,4677.0,4677,4677,4677.0,9,4677.0,9,9,7795,2.0,7,59,59.0,34,34,25,2.36,59.0,4.762173934797756,7.352441100243583,8.045267716607803,7.352441100243583,8.045267716607803,8.450625947144124,8.450625947144124,8.450625947144124,8.450625947144124,8.450625947144124,2.302585092994046,8.961366060627451,3.258096538021482,1.2119409739751128,6.659934739955487,6.659934739955487,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6931471805599453,1,0,0,0.19246913580246913,0.17602606151876576,0.17602606151876576,0.17602606151876576,153500,11.941462360646147,837
160,21.0,1680,6,5,158.0,3,3,3,3,1,4,330.0,1,0.0,153.0,483.0,3,483,504,0,987,2,1,3,5,0,0,1,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,11,2008,0.0,0.0,7.427144133408616,0.0,0.0,0.0,0.0,0.0,0.0,5.0689042022202315,0.0,3.091042453358316,5.802118375377063,0.0,6.182084906716632,6.182084906716632,6.895682697747868,0,987,747.0,1470.0,1251.0,641.0,966.0,6,6,6,9,9,1449.0,2961,2961,1449.0,9,1449.0,9,9,5922,2.5,7,35,35.0,35,35,0,0.0,35.0,0.0,6.895682697747868,7.293697720601438,6.464588303689961,6.874198495453294,7.27931883541462,7.993619994827744,7.993619994827744,7.27931883541462,7.27931883541462,2.302585092994046,8.686598356276965,0.0,0.0,6.203547151062767,5.491001710377538,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.2875,0.46216045178470966,0.25270235355575416,0.25270235355575416,100000,11.51293546492023,838
20,75.0,9525,5,6,0.0,3,3,4,3,1,1,0.0,1,0.0,1099.0,1099.0,5,1099,0,0,1099,3,1,4,6,0,0,1,1.0,352.0,3,3,278,0,0,0,0,0,0,0,0,6,2008,0.0,0.0,9.161780181360806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331,0.0,5.631211781821365,7.003065458786462,7.003065458786462,7.003065458786462,278,1099,1451.0,2198.0,1451.0,1099.0,2198.0,8,7,7,9,8,4396.0,3297,4396,4396.0,16,3297.0,12,12,5495,1.5,9,13,9.0,2,2,11,1.1818181818181819,9.1,5.631211781821365,7.003065458786462,7.695757990554761,7.003065458786462,7.695757990554761,8.388677769180811,8.101071503119543,8.388677769180811,8.388677769180811,8.101071503119543,2.5649493574615367,8.611775833902186,2.4849066497880004,0.7801585575495751,5.90626970104475,5.90626970104475,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,1,0.11538057742782153,0.10919567172131338,0.10919567172131338,0.10919567172131338,144000,11.87757552297847,839
50,70.0,11767,5,6,0.0,3,3,3,3,1,4,352.0,1,0.0,416.0,768.0,5,768,432,0,1200,3,1,3,6,0,0,1,1.0,240.0,3,3,0,0,0,0,0,0,0,0,0,5,2008,0.0,0.0,9.373139262281274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,5.8664680569332965,0.0,6.645090969505644,6.645090969505644,7.0909098220799835,0,1200,1008.0,1968.0,1440.0,768.0,1536.0,6,6,6,8,8,2304.0,3600,3600,2304.0,9,2304.0,9,9,6000,1.0,9,62,62.0,13,13,49,1.2653061224489797,62.0,0.0,7.0909098220799835,7.585281078639126,6.645090969505644,7.337587743538596,7.742835955430749,8.188966863648876,8.188966863648876,7.742835955430749,7.742835955430749,2.302585092994046,8.699681400989514,3.912023005428146,0.8177099032017076,5.993961427306569,5.54907608489522,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,0,0,0.06526727288178805,0.09710866508495536,0.06322572812846484,0.06322572812846484,130500,11.779136168550774,840
70,60.0,12155,6,8,0.0,3,3,3,3,1,4,156.0,1,0.0,516.0,672.0,3,810,672,0,1482,4,1,2,7,0,0,1,1.0,400.0,3,3,0,0,254,0,0,0,0,0,0,3,2008,0.0,0.0,9.405578154036684,0.0,0.0,0.0,0.0,0.0,5.541263545158426,0.0,0.0,4.110873864173311,5.056245805348308,0.0,6.511745329644728,6.698268054115413,7.301822342137932,0,1482,1072.0,2154.0,1882.0,672.0,1482.0,5,5,6,8,9,2016.0,4446,2964,1344.0,6,2016.0,9,6,8892,2.0,11,83,74.0,58,58,25,3.32,83.0,0.0,7.301822342137932,7.675546002537848,6.511745329644728,7.301822342137932,7.6093665379542115,8.399984990510696,7.994632311431825,7.20414929203594,7.6093665379542115,1.9459101490553132,9.09301972939964,3.258096538021482,1.463255402256019,5.917548864157814,5.1298987149230735,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,0,0,0.055285890580008226,0.11504607910761017,0.06451281122254102,0.053811716549626985,140000,11.849404844423074,841
70,60.0,10440,5,8,0.0,3,3,3,3,1,1,0.0,1,0.0,650.0,650.0,4,958,581,0,1539,3,1,4,8,1,1,1,2.0,686.0,4,3,70,78,68,0,0,0,0,0,0,6,2008,0.0,0.0,9.25349564229011,0.0,0.0,0.0,0.0,0.0,4.23410650459726,0.0,4.3694478524670215,4.110873864173311,0.0,4.2626798770413155,6.478509642208569,6.8658910748834385,7.339537695407675,148,1539,1336.0,2189.0,2225.0,650.0,1608.0,7,7,6,9,8,1950.0,4617,6156,2600.0,12,1950.0,9,12,7695,2.0,12,104,25.0,6,6,98,1.0612244897959184,72.8,5.003946305945459,7.3395376954076745,7.691656822810547,6.478509642208569,7.3833681469923835,7.576097340623111,8.43771698991444,8.72534492491121,7.8636512654486515,7.576097340623111,2.5649493574615367,8.948455992345542,4.59511985013459,0.7233002187306329,6.2422232654551655,5.382964840608321,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,0,0.06226053639846743,0.13751053429470128,0.08779331895831516,0.060399218907783006,157500,11.967187086434018,842
80,82.0,9020,6,7,183.0,3,3,3,3,4,3,312.0,5,539.0,276.0,1127.0,3,1165,0,0,1165,3,1,3,6,0,0,2,2.0,490.0,4,4,0,129,0,0,0,0,0,4,0,5,2008,0.0,0.0,9.10731047165664,0.0,0.0,6.29156913955832,0.0,0.0,0.0,5.214935757608986,4.867534450455582,4.418840607796598,5.746203190540153,0.0,7.028201432058005,7.061334366910438,7.061334366910438,129,1165,1617.0,2292.0,1655.0,1310.0,2292.0,6,6,6,9,9,3381.0,3495,3495,3381.0,9,3381.0,9,9,6990,2.5,9,42,42.0,42,42,0,0.0,42.0,4.867534450455582,7.061334366910438,7.737616282857904,7.1785454837637,7.737616282857904,8.126222529458525,8.159374736775426,8.159374736775426,8.126222529458525,8.126222529458525,2.302585092994046,8.852378886511985,0.0,0.0,5.9644358747200625,5.931360623038277,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.12494456762749445,0.12147171560423685,0.12147171560423685,0.11773376122241354,174900,12.071975378543236,843
90,80.0,8000,5,4,0.0,3,3,3,3,1,1,0.0,1,0.0,1800.0,1800.0,5,1800,0,0,1800,6,2,3,10,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,2007,0.0,0.0,8.987321812850125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,7.496097345175956,7.496097345175956,7.496097345175956,0,1800,1800.0,3600.0,1800.0,1800.0,3600.0,6,6,6,8,8,5400.0,5400,5400,5400.0,9,5400.0,9,9,9000,2.0,16,46,46.0,46,46,0,0.0,46.0,0.0,7.496097345175956,8.188966863648876,7.496097345175956,8.188966863648876,8.594339400592892,8.594339400592892,8.594339400592892,8.594339400592892,8.594339400592892,2.302585092994046,9.105090961257085,0.0,0.0,5.707110264748875,5.707110264748875,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,0,0,0,0.225,0.20294084399669032,0.20294084399669032,0.20294084399669032,141000,11.856522261533735,844
50,100.0,12665,5,8,0.0,3,3,3,3,2,1,0.0,1,0.0,876.0,876.0,4,876,540,0,1416,4,1,3,7,1,4,1,3.0,720.0,3,3,418,0,194,0,0,0,0,0,0,6,2008,0.0,0.0,9.446676517076376,0.0,0.0,0.0,0.0,0.0,5.272999558563747,0.0,0.0,4.61512051684126,0.0,6.037870919922137,6.776506992372183,6.776506992372183,7.256297239690681,418,1416,1596.0,2292.0,2136.0,876.0,1752.0,6,6,6,8,8,2628.0,4248,4248,2628.0,9,2628.0,9,9,7080,1.5,12,93,59.0,58,58,35,2.657142857142857,93.0,6.037870919922137,7.256297239690681,7.737616282857904,6.776506992372183,7.469083884921234,7.874358824729881,8.354438940114811,8.354438940114811,7.874358824729881,7.874358824729881,2.302585092994046,8.865170419651774,3.58351893845611,1.2966822024302034,5.872117789475416,5.393627546352362,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,0,0,0.06916699565732333,0.10598408748153604,0.06687983654704846,0.06687983654704846,153900,11.944064817531656,845
85,72.0,16647,5,5,0.0,3,3,4,3,4,5,1390.0,1,0.0,0.0,1390.0,3,1701,0,0,1701,3,1,3,6,2,3,3,2.0,611.0,3,3,0,0,0,0,0,0,0,0,0,1,2007,0.0,0.0,9.720045368073473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.290459441148391,7.237778191923443,0.0,7.237778191923443,7.43955930913332,7.43955930913332,0,1701,2001.0,3091.0,2312.0,1390.0,3091.0,7,6,7,8,8,5560.0,5103,5103,4170.0,12,4170.0,12,9,8505,3.0,11,32,32.0,26,26,6,5.333333333333333,32.0,0.0,7.43955930913332,8.036573409707312,7.237778191923443,8.036573409707312,8.623533227187563,8.537779825024625,8.537779825024625,8.335911094196945,8.335911094196945,2.302585092994046,9.04852707581358,1.9459101490553132,1.8458266904983307,6.342121418721152,6.140602685111696,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,0,0,0.08349852826335076,0.09729055672305167,0.09729055672305167,0.08019518367618829,171000,12.049424683420916,846
60,75.0,9317,7,5,137.0,4,3,4,3,1,5,513.0,1,0.0,227.0,740.0,5,1006,769,0,1775,3,1,4,7,1,3,1,2.0,425.0,3,3,234,72,192,0,0,0,0,0,0,7,2009,0.0,0.0,9.139703292376742,0.0,0.0,0.0,0.0,0.0,5.262690188904886,4.927253685157205,4.290459441148391,4.330733340286331,6.2422232654551655,5.459585514144159,6.608000625296087,6.914730892718563,7.4821189235521155,306,1775,1165.0,2515.0,2200.0,877.0,1746.0,8,8,8,11,11,2960.0,7100,7100,2960.0,16,2960.0,16,16,12425,3.5,11,16,16.0,16,16,0,0.0,16.0,5.726847747587197,7.4821189235521155,7.830425617820331,6.777646593635117,7.465655310134056,7.993282328101591,8.867990898182093,8.867990898182093,7.993282328101591,7.993282328101591,2.833213344056216,9.42754633062364,0.0,0.0,6.38463212740574,5.512083756049649,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.07942470752388107,0.17438343928524372,0.10253372701516514,0.07642822099405547,213000,12.269052139516225,847
20,36.0,15523,5,6,0.0,3,3,3,3,3,4,460.0,1,0.0,404.0,864.0,5,864,0,0,864,3,1,3,5,1,2,1,1.0,338.0,3,3,0,0,0,0,0,0,0,0,0,8,2009,0.0,0.0,9.650142492488795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.610917912644224,6.133398042996649,0.0,6.762729506931879,6.762729506931879,6.762729506931879,0,864,1202.0,1728.0,1202.0,864.0,1728.0,6,6,6,8,8,2592.0,2592,2592,2592.0,9,2592.0,9,9,4320,2.0,9,37,37.0,37,37,0,0.0,37.0,0.0,6.762729506931879,7.455298485683291,6.762729506931879,7.455298485683291,7.860570785538664,7.860570785538664,7.860570785538664,7.860570785538664,7.860570785538664,2.302585092994046,8.371242135931933,0.0,0.0,5.666426688112432,5.666426688112432,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.05565934419893062,0.05416554251978073,0.05416554251978073,0.05416554251978073,133500,11.80186424743109,848
